"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","block_type","pair","pair_validity","trial_validity","pairTrialsPerBlock","better_stim","reward_type","correct_response","filename_left","filename_right","filename_better","subjectKey","src_subject_id","site","interview_date","session","sex","sample_group","interview_age","trial_number","block_number","accuracy"
"464.78500007651746","<h3 style=""color:#0ed145;"">Welcome to the experiment!</h3><p>Press the spacebar continue.</p>","32","html-keyboard-response","0","469","0.0-0.0","","","","","","","","","","","","","","","","","","","","","",""
"170.70999997667968","<p>In this task you will see two pictures side-by-side on the computer screen.</p><p>In each pair of pictures you see on the screen, one picture will be better than the other.</p><p>You need to figure out which picture in each pair is the better one.</p><p>Press the spacebar continue.</p>","32","html-keyboard-response","1","641","0.0-1.0","","","","","","","","","","","","","","","","","","","","","",""
"187.4699997715652","<p>The better picture in each pair will be more likely to either</p><p>A) win you some money,</p><p>or</p><p>B) allow you to keep the money you've already earned.</p><p>Press the spacebar continue.</p>","32","html-keyboard-response","2","829","0.0-2.0","","","","","","","","","","","","","","","","","","","","","",""
"186.7200001142919","<p>On those trials where you can A) win money, you will want to select the picture most likely to earn a nickel:</p><img style=""height:100px; width:100px"" src=""stim/win.bmp""</img><p>Because if you keep seeing this feedback:</p><img style=""height:125px; width:125px"" src=""stim/not_winner.png""></img><p>you probably aren't selecting the best picture...</p><p>Press the spacebar continue.</p>","32","html-keyboard-response","3","1018","0.0-3.0","","","","","","","","","","","","","","","","","","","","","",""
"178.42500004917383","<p>On those trials where you can B) lose money, you will want to select the picture most likely to give this feedback:</p><img style=""height:125px; width:125px"" src=""stim/keep_money.png""></img><p>Because if you keep seeing this:</p><img style=""height:100px; width:100px"" src=""stim/lose.bmp""></img><p>you probably aren't selecting the best picture...</p><p>Press the spacebar continue.</p>","32","html-keyboard-response","4","1198","0.0-4.0","","","","","","","","","","","","","","","","","","","","","",""
"215.76500008814037","<p>Press the 1 key on your keyboard to select the picture on the LEFT.</p><p>Press the 0 key on your keyboard to select the picture on the RIGHT.</p><p>Press the spacebar continue.</p>","32","html-keyboard-response","5","1415","0.0-5.0","","","","","","","","","","","","","","","","","","","","","",""
"409.2800000216812","<p>First you will do some practice trials.</p> <p>Press either button when you are ready to begin.</p>","49","html-keyboard-response","6","1825","0.0-6.0","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","7","2514","0.0-7.0-0.0","","","","","","","","","","","","","","","","","","","","","",""
"299.20000000856817","<img src='stim/b/wheat_with_farmhouse.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/Trees_with_flowers.jpg'>","49","html-keyboard-response","8","2818","0.0-7.0-1.0","practice","ef","1","valid","6","e","avoid:lose","50","stim/b/wheat_with_farmhouse.jpg","stim/b/Trees_with_flowers.jpg","stim/b/Trees_with_flowers.jpg","GUID","20123","20","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","0","0","0"
"null","<img style='border: 5px solid #808080;' src='stim/b/wheat_with_farmhouse.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/loselose.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/b/Trees_with_flowers.jpg'>","null","html-keyboard-response","9","3823","0.0-7.0-2.0","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","10","4831","0.0-7.0-0.1","","","","","","","","","","","","","","","","","","","","","",""
"395.77000006102026","<img src='stim/b/closeWater_pines_mountains.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/African_landscape.jpg'>","50","html-keyboard-response","11","5229","0.0-7.0-1.1","practice","ab","1","valid","6","a","win:stay","50","stim/b/closeWater_pines_mountains.jpg","stim/b/African_landscape.jpg","stim/b/African_landscape.jpg","GUID","20123","20","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","1","0","1"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/b/closeWater_pines_mountains.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/winwin.bmp'><img style='border: 5px solid #808080;'src='stim/b/African_landscape.jpg'>","null","html-keyboard-response","12","6233","0.0-7.0-2.1","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","13","7237","0.0-7.0-0.2","","","","","","","","","","","","","","","","","","","","","",""
"387.6849999651313","<img src='stim/b/African_landscape.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/closeWater_pines_mountains.jpg'>","49","html-keyboard-response","14","7627","0.0-7.0-1.2","practice","ab","1","valid","6","a","win:stay","49","stim/b/African_landscape.jpg","stim/b/closeWater_pines_mountains.jpg","stim/b/African_landscape.jpg","GUID","20123","20","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","2","0","1"
"null","<img style='border: 5px solid #808080;' src='stim/b/African_landscape.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/winwin.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/b/closeWater_pines_mountains.jpg'>","null","html-keyboard-response","15","8633","0.0-7.0-2.2","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","16","9637","0.0-7.0-0.3","","","","","","","","","","","","","","","","","","","","","",""
"623.444999800995","<img src='stim/b/Trees_with_flowers.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/wheat_with_farmhouse.jpg'>","49","html-keyboard-response","17","10262","0.0-7.0-1.3","practice","ef","1","valid","6","e","avoid:lose","49","stim/b/Trees_with_flowers.jpg","stim/b/wheat_with_farmhouse.jpg","stim/b/Trees_with_flowers.jpg","GUID","20123","20","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","3","0","1"
"null","<img style='border: 5px solid #808080;' src='stim/b/Trees_with_flowers.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/keep_money.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/b/wheat_with_farmhouse.jpg'>","null","html-keyboard-response","18","11268","0.0-7.0-2.3","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","19","12272","0.0-7.0-0.4","","","","","","","","","","","","","","","","","","","","","",""
"359.3250000849366","<img src='stim/b/African_landscape.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/closeWater_pines_mountains.jpg'>","49","html-keyboard-response","20","12634","0.0-7.0-1.4","practice","ab","1","valid","6","a","win:stay","49","stim/b/African_landscape.jpg","stim/b/closeWater_pines_mountains.jpg","stim/b/African_landscape.jpg","GUID","20123","20","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","4","0","1"
"null","<img style='border: 5px solid #808080;' src='stim/b/African_landscape.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/winwin.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/b/closeWater_pines_mountains.jpg'>","null","html-keyboard-response","21","13640","0.0-7.0-2.4","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","22","14644","0.0-7.0-0.5","","","","","","","","","","","","","","","","","","","","","",""
"340.6199999153614","<img src='stim/b/Trees_with_flowers.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/wheat_with_farmhouse.jpg'>","50","html-keyboard-response","23","14987","0.0-7.0-1.5","practice","ef","1","valid","6","e","avoid:lose","49","stim/b/Trees_with_flowers.jpg","stim/b/wheat_with_farmhouse.jpg","stim/b/Trees_with_flowers.jpg","GUID","20123","20","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","5","0","0"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/b/Trees_with_flowers.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/loselose.bmp'><img style='border: 5px solid #808080;'src='stim/b/wheat_with_farmhouse.jpg'>","null","html-keyboard-response","24","15990","0.0-7.0-2.5","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","25","16995","0.0-7.0-0.6","","","","","","","","","","","","","","","","","","","","","",""
"395.9199998062104","<img src='stim/b/closeWater_pines_mountains.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/African_landscape.jpg'>","49","html-keyboard-response","26","17393","0.0-7.0-1.6","practice","ab","1","valid","6","a","win:stay","50","stim/b/closeWater_pines_mountains.jpg","stim/b/African_landscape.jpg","stim/b/African_landscape.jpg","GUID","20123","20","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","6","0","0"
"null","<img style='border: 5px solid #808080;' src='stim/b/closeWater_pines_mountains.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/not_winner.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/b/African_landscape.jpg'>","null","html-keyboard-response","27","18399","0.0-7.0-2.6","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","28","19405","0.0-7.0-0.7","","","","","","","","","","","","","","","","","","","","","",""
"287.0849999599159","<img src='stim/b/Trees_with_flowers.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/wheat_with_farmhouse.jpg'>","50","html-keyboard-response","29","19695","0.0-7.0-1.7","practice","ef","1","valid","6","e","avoid:lose","49","stim/b/Trees_with_flowers.jpg","stim/b/wheat_with_farmhouse.jpg","stim/b/Trees_with_flowers.jpg","GUID","20123","20","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","7","0","0"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/b/Trees_with_flowers.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/loselose.bmp'><img style='border: 5px solid #808080;'src='stim/b/wheat_with_farmhouse.jpg'>","null","html-keyboard-response","30","20700","0.0-7.0-2.7","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","31","21705","0.0-7.0-0.8","","","","","","","","","","","","","","","","","","","","","",""
"289.0299998689443","<img src='stim/b/wheat_with_farmhouse.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/Trees_with_flowers.jpg'>","49","html-keyboard-response","32","21997","0.0-7.0-1.8","practice","ef","1","valid","6","e","avoid:lose","50","stim/b/wheat_with_farmhouse.jpg","stim/b/Trees_with_flowers.jpg","stim/b/Trees_with_flowers.jpg","GUID","20123","20","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","8","0","0"
"null","<img style='border: 5px solid #808080;' src='stim/b/wheat_with_farmhouse.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/loselose.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/b/Trees_with_flowers.jpg'>","null","html-keyboard-response","33","23004","0.0-7.0-2.8","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","34","24011","0.0-7.0-0.9","","","","","","","","","","","","","","","","","","","","","",""
"310.87000016123056","<img src='stim/b/African_landscape.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/closeWater_pines_mountains.jpg'>","50","html-keyboard-response","35","24324","0.0-7.0-1.9","practice","ab","1","valid","6","a","win:stay","49","stim/b/African_landscape.jpg","stim/b/closeWater_pines_mountains.jpg","stim/b/African_landscape.jpg","GUID","20123","20","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","9","0","0"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/b/African_landscape.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/not_winner.png'><img style='border: 5px solid #808080;'src='stim/b/closeWater_pines_mountains.jpg'>","null","html-keyboard-response","36","25328","0.0-7.0-2.9","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","37","26331","0.0-7.0-0.10","","","","","","","","","","","","","","","","","","","","","",""
"431.45999987609684","<img src='stim/b/closeWater_pines_mountains.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/African_landscape.jpg'>","49","html-keyboard-response","38","26765","0.0-7.0-1.10","practice","ab","1","valid","6","a","win:stay","50","stim/b/closeWater_pines_mountains.jpg","stim/b/African_landscape.jpg","stim/b/African_landscape.jpg","GUID","20123","20","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","10","0","0"
"null","<img style='border: 5px solid #808080;' src='stim/b/closeWater_pines_mountains.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/not_winner.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/b/African_landscape.jpg'>","null","html-keyboard-response","39","27770","0.0-7.0-2.10","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","40","28774","0.0-7.0-0.11","","","","","","","","","","","","","","","","","","","","","",""
"698936.8650000542","<img src='stim/b/wheat_with_farmhouse.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/Trees_with_flowers.jpg'>","49","html-keyboard-response","41","727734","0.0-7.0-1.11","practice","ef","1","valid","6","e","avoid:lose","50","stim/b/wheat_with_farmhouse.jpg","stim/b/Trees_with_flowers.jpg","stim/b/Trees_with_flowers.jpg","GUID","20123","20","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","11","0","0"
"null","<img style='border: 5px solid #808080;' src='stim/b/wheat_with_farmhouse.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/loselose.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/b/Trees_with_flowers.jpg'>","null","html-keyboard-response","42","728739","0.0-7.0-2.11","","","","","","","","","","","","","","","","","","","","","",""
"1036.7000000551343","<p>Great!</p> <p>Press the spacebar continue.</p>","32","html-keyboard-response","43","730281","0.0-8.0","","","","","","","","","","","","","","","","","","","","","",""
"1378.7200001534075","<p>Now you will see some more pictures.</p><p>Do as before by pressing the 1 to choose the picture on the left, and pressing the 0 to choose the picture on the right.</p><p>Press the spacebar continue.</p>","32","html-keyboard-response","44","731661","0.0-9.0","","","","","","","","","","","","","","","","","","","","","",""
"3712.200000183657","<h3 style=""color:red;"">For the picture pairs where you can win money:</h3><p>You will not win every time you choose the ""best"" picture;</p><p>However, one picture gets rewarded much more often than the other picture.</p><h3 style=""color:red;"">For the picture pairs where the best you can do is keep your money:</h3><p>You will not be able to keep your money every time you choose the ""best"" picture;</p><p>However, one picture allows you to keep your money much more often than the other picture.</p><p>Press the spacebar continue.</p>","32","html-keyboard-response","45","735374","0.0-10.0","","","","","","","","","","","","","","","","","","","","","",""
"913.6349998880178","<p>Press the spacebar when you are ready to begin.</p>","32","html-keyboard-response","46","736289","0.0-11.0","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","47","736791","0.0-12.0-0.0","","","","","","","","","","","","","","","","","","","","","",""
"2010.105000110343","<img src='stim/b/lsingeltree_tallergrass_clouds.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/orangey_field.jpg'>","50","html-keyboard-response","48","738803","0.0-12.0-1.0","training","cd","0.8","valid","10","c","win:stay","49","stim/b/lsingeltree_tallergrass_clouds.jpg","stim/b/orangey_field.jpg","stim/b/lsingeltree_tallergrass_clouds.jpg","GUID","20123","20","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","0","0","0"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/b/lsingeltree_tallergrass_clouds.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/not_winner.png'><img style='border: 5px solid #808080;'src='stim/b/orangey_field.jpg'>","null","html-keyboard-response","49","739808","0.0-12.0-2.0","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","50","740815","0.0-12.0-0.1","","","","","","","","","","","","","","","","","","","","","",""
"420.5400000791997","<img src='stim/b/3d-landscape-background-10.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/2822landscape.jpg'>","49","html-keyboard-response","51","741237","0.0-12.0-1.1","training","ab","0.9","valid","10","a","win:stay","49","stim/b/3d-landscape-background-10.jpg","stim/b/2822landscape.jpg","stim/b/3d-landscape-background-10.jpg","GUID","20123","20","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","1","0","1"
"null","<img style='border: 5px solid #808080;' src='stim/b/3d-landscape-background-10.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/winwin.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/b/2822landscape.jpg'>","null","html-keyboard-response","52","742244","0.0-12.0-2.1","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","53","743249","0.0-12.0-0.2","","","","","","","","","","","","","","","","","","","","","",""
"332.95000018551946","<img src='stim/b/waterfall_waterBelow.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/water_pines_snowy_moutain.jpg'>","50","html-keyboard-response","54","743584","0.0-12.0-1.2","training","gh","0.8","invalid","10","g","avoid:lose","50","stim/b/waterfall_waterBelow.jpg","stim/b/water_pines_snowy_moutain.jpg","stim/b/water_pines_snowy_moutain.jpg","GUID","20123","20","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","2","0","1"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/b/waterfall_waterBelow.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/loselose.bmp'><img style='border: 5px solid #808080;'src='stim/b/water_pines_snowy_moutain.jpg'>","null","html-keyboard-response","55","744589","0.0-12.0-2.2","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","56","745594","0.0-12.0-0.3","","","","","","","","","","","","","","","","","","","","","",""
"461.9900002144277","<img src='stim/b/water_fall_images.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/water_pines_distantMountains.jpg'>","49","html-keyboard-response","57","746058","0.0-12.0-1.3","training","ef","0.9","valid","10","e","avoid:lose","49","stim/b/water_fall_images.jpg","stim/b/water_pines_distantMountains.jpg","stim/b/water_fall_images.jpg","GUID","20123","20","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","3","0","1"
"null","<img style='border: 5px solid #808080;' src='stim/b/water_fall_images.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/keep_money.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/b/water_pines_distantMountains.jpg'>","null","html-keyboard-response","58","747065","0.0-12.0-2.3","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","59","748071","0.0-12.0-0.4","","","","","","","","","","","","","","","","","","","","","",""
"307.3750000912696","<img src='stim/b/water_pines_distantMountains.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/water_fall_images.jpg'>","50","html-keyboard-response","60","748380","0.0-12.0-1.4","training","ef","0.9","valid","10","e","avoid:lose","50","stim/b/water_pines_distantMountains.jpg","stim/b/water_fall_images.jpg","stim/b/water_fall_images.jpg","GUID","20123","20","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","4","0","1"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/b/water_pines_distantMountains.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/keep_money.png'><img style='border: 5px solid #808080;'src='stim/b/water_fall_images.jpg'>","null","html-keyboard-response","61","749385","0.0-12.0-2.4","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","62","750389","0.0-12.0-0.5","","","","","","","","","","","","","","","","","","","","","",""
"347.74999995715916","<img src='stim/b/waterfall_waterBelow.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/water_pines_snowy_moutain.jpg'>","49","html-keyboard-response","63","750739","0.0-12.0-1.5","training","gh","0.8","valid","10","g","avoid:lose","50","stim/b/waterfall_waterBelow.jpg","stim/b/water_pines_snowy_moutain.jpg","stim/b/water_pines_snowy_moutain.jpg","GUID","20123","20","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","5","0","0"
"null","<img style='border: 5px solid #808080;' src='stim/b/waterfall_waterBelow.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/loselose.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/b/water_pines_snowy_moutain.jpg'>","null","html-keyboard-response","64","751745","0.0-12.0-2.5","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","65","752749","0.0-12.0-0.6","","","","","","","","","","","","","","","","","","","","","",""
"579.2150001507252","<img src='stim/b/orangey_field.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/lsingeltree_tallergrass_clouds.jpg'>","49","html-keyboard-response","66","753330","0.0-12.0-1.6","training","cd","0.8","valid","10","c","win:stay","50","stim/b/orangey_field.jpg","stim/b/lsingeltree_tallergrass_clouds.jpg","stim/b/lsingeltree_tallergrass_clouds.jpg","GUID","20123","20","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","6","0","0"
"null","<img style='border: 5px solid #808080;' src='stim/b/orangey_field.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/not_winner.png'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/b/lsingeltree_tallergrass_clouds.jpg'>","null","html-keyboard-response","67","754335","0.0-12.0-2.6","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","68","755340","0.0-12.0-0.7","","","","","","","","","","","","","","","","","","","","","",""
"283.01999997347593","<img src='stim/b/2822landscape.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/3d-landscape-background-10.jpg'>","50","html-keyboard-response","69","755625","0.0-12.0-1.7","training","ab","0.9","valid","10","a","win:stay","50","stim/b/2822landscape.jpg","stim/b/3d-landscape-background-10.jpg","stim/b/3d-landscape-background-10.jpg","GUID","20123","20","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","7","0","1"
"null","<img style='border: 5px solid #ffffff; padding-right:15px;' src='stim/b/2822landscape.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/winwin.bmp'><img style='border: 5px solid #808080;'src='stim/b/3d-landscape-background-10.jpg'>","null","html-keyboard-response","70","756629","0.0-12.0-2.7","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","71","757634","0.0-12.0-0.8","","","","","","","","","","","","","","","","","","","","","",""
"361.8049998767674","<img src='stim/b/waterfall_waterBelow.jpg'><img style='width:200px; height:200px; margin-bottom: 0px;' src='stim/fixation.png'><img src='stim/b/water_pines_snowy_moutain.jpg'>","49","html-keyboard-response","72","757998","0.0-12.0-1.8","training","gh","0.8","valid","10","g","avoid:lose","50","stim/b/waterfall_waterBelow.jpg","stim/b/water_pines_snowy_moutain.jpg","stim/b/water_pines_snowy_moutain.jpg","GUID","20123","20","must be formatted exactly thusly: MM/DD/YYYY","??","??","?? maybe 1=Clinical; 2=Healthy control","integer number of months","8","0","0"
"null","<img style='border: 5px solid #808080;' src='stim/b/waterfall_waterBelow.jpg'><img style='width:150px; height:150px; padding-right: 50px; padding-left: 50px; margin-bottom: 50px;' src='stim/loselose.bmp'><img style='border: 5px solid #ffffff;  padding-left:15px;' src='stim/b/water_pines_snowy_moutain.jpg'>","null","html-keyboard-response","73","759001","0.0-12.0-2.8","","","","","","","","","","","","","","","","","","","","","",""
"null","<img style='width:200px; height:200px; margin-left: 95px; margin-right: 95px;' src='stim/fixation.png'>","null","html-keyboard-response","74","760003","0.0-12.0-0.9","","","","","","","","","","","","","","","","","","","","","",""
